-1.1120513,3.4464945,2.4395010
-1.0838613,3.6463939,2.3169351
-1.0744012,3.8436970,2.1943691
-1.0840184,4.0425195,2.1035987
-1.1136867,4.2392763,2.0399240
-1.1626946,4.4293393,1.9836793
-1.2322737,4.6165852,1.9511640
-1.3191267,4.7928961,1.9220515
-1.4245038,4.9622152,1.9507671
-1.5444279,5.1193472,1.9794827
-1.6786214,5.2656297,1.9965967
-1.8252199,5.3994724,2.0129360
-1.9821461,5.5195480,2.0324552
-2.1500845,5.6263143,2.0525821
-2.3249241,5.7174075,2.0869131
-2.5082069,5.7948703,2.1267375
-2.6962114,5.8586620,2.2036635
-2.8875765,5.9108642,2.3132323
-3.0830677,5.9544537,2.4336511
-3.2781601,5.9910232,2.5877173
-3.4745318,6.0235053,2.7417835
-3.6723678,6.0542362,2.9070143
-3.8682301,6.0846489,3.0735145
-4.0655771,6.1172505,3.0500351
-4.2611810,6.1536056,2.8887045
-4.4547099,6.1959528,2.7342063
-4.6479043,6.2470673,2.5916034
-4.8354016,6.3074212,2.4600468
-5.0211980,6.3805489,2.3538686
-5.1989261,6.4664385,2.2621812
-5.3692731,6.5681553,2.1927878
-5.5278922,6.6865289,2.1277154
-5.6708176,6.8230410,2.0654467
-5.7928438,6.9782961,2.0113392
-5.8874995,7.1522729,1.9674866
-5.9473954,7.3390482,1.9657014
-5.9696434,7.5370616,1.9639388
-5.9543225,7.7347701,1.9622124
-5.9031901,7.9299952,1.9611354
-5.8215189,8.1122345,1.9609362
-5.7142440,8.2816821,1.9748990
-5.5875134,8.4336834,2.0071558
-5.4442432,8.5717520,2.0333306
-5.2908190,8.6916155,2.0565899
-5.1210842,8.7963734,2.0879061
-4.9419029,8.8794586,2.1240952
-4.7536607,8.9411682,2.1673969
-4.5596860,8.9823560,2.2314802
-4.3630236,9.0051520,2.3173909
-4.1640671,9.0119333,2.4159579
-3.9657863,9.0047490,2.5267385
-3.7684326,8.9856540,2.6444045
-3.5711585,8.9560726,2.7649785
-3.3768455,8.9177354,2.8838509
-3.1835133,8.8713503,3.0014870
-2.9918219,8.8179178,3.1178395
-2.8025495,8.7584532,3.2328818
-2.6145349,8.6932169,3.3473715
-2.4288294,8.6230734,3.4602877
-2.2447306,8.5481577,3.5719575
-2.0625529,8.4688792,3.6821993
-1.8822821,8.3854316,3.7896266
-1.7039404,8.2979245,3.8958868
-1.5276726,8.2064543,3.9976248
-1.3535612,8.1109919,4.0970796
-1.1817062,8.0114393,4.1924801
-1.0125679,7.9078334,4.2822697
-0.8456773,7.7994883,4.3690682
-0.6829302,7.6871787,4.4374037
-0.5226539,7.5691116,4.4760152
-0.3673220,7.4466659,4.3878458
-0.2152396,7.3184378,4.3029053
-0.0678549,7.1855319,4.2231553
0.0750870,7.0475314,4.1470788
0.2132628,6.9045610,4.0743972
0.3461508,6.7570470,4.0060681
0.4739801,6.6046382,3.9407238
0.5960902,6.4480327,3.8795050
0.7126618,6.2869428,3.8209055
0.8232722,6.1218760,3.7655879
0.9278518,5.9528856,3.7125856
1.0262429,5.7801393,3.6619087
1.1181751,5.6040279,3.6132924
1.2036158,5.4244932,3.5660513
1.2822427,5.2420435,3.5204469
1.3539659,5.0566776,3.4753416
1.4185466,4.8686997,3.4310555
1.4757316,4.6785036,3.3869388
1.5253911,4.4858818,3.3432013
1.5670196,4.2918897,3.3081231
1.6005457,4.0956332,3.2977507
1.6254575,3.8989665,3.2879143
1.6417108,3.7003903,3.2797568
1.6488930,3.5023439,3.2726764
1.6467976,3.3031058,3.2685543
1.6351248,3.1051310,3.2655689
1.6134968,2.9073287,3.2647451
1.5817128,2.7111137,3.2511614
1.5396036,2.5174503,3.2240534
1.4863253,2.3250481,3.1694348
1.4228064,2.1391250,3.1030153
1.3459538,1.9534990,3.0308957
1.2579549,1.7757725,2.9562153
1.1582425,1.6055102,2.8775603
1.0445393,1.4403985,2.7937111
0.9202786,1.2855815,2.7081032
0.7867639,1.1403109,2.6224957
0.6455176,1.0023047,2.5412944
0.4985953,0.8685311,2.4691201
0.3514262,0.7369921,2.3758241
0.2077672,0.6059750,2.2706987
0.0640794,0.4748540,2.1845712
-0.0929022,0.3412157,2.1184097
-0.2430698,0.2290873,2.0676071
-0.4212379,0.1221564,2.0178379
-0.6010048,0.0432243,1.9983111
-0.7939696,-0.0104578,1.9845677
-0.9964543,-0.0296974,1.9739316
-1.1969026,-0.0089916,1.9702661
-1.3845617,0.0486919,1.9666006
-1.5612102,0.1502150,1.9842751
-1.7052946,0.2848413,2.0098892
-1.8174266,0.4467667,2.0326563
-1.8929412,0.6288339,2.0521014
-1.9328666,0.8206155,2.0792714
-1.9424842,1.0176712,2.1125875
-1.9263272,1.2140292,2.1565222
-1.8889264,1.4094134,2.2067990
-1.8362892,1.5978548,2.2990916
-1.7701203,1.7861940,2.4030573
-1.6962985,1.9675305,2.5393406
-1.6142385,2.1514642,2.6820866
-1.5315465,2.3282133,2.8432644
-1.4444591,2.5133716,3.0026511
-1.3636235,2.6905729,2.9539644
-1.2855218,2.8751004,2.9052776
-1.2154472,3.0631419,2.8830999
-1.1567315,3.2534772,2.8830999
-1.1120513,3.4464945,2.4395010
